+--------------+------------------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------------+---------------+---------------+
|  Drop State  |     Expected Value     | Dice Sum = 2 | Dice Sum = 3 | Dice Sum = 4 | Dice Sum = 5 | Dice Sum = 6 | Dice Sum = 7 | Dice Sum = 8 | Dice Sum = 9 | Dice Sum = 10 | Dice Sum = 11 | Dice Sum = 12 |
| 010110100001 |  0.005879915409236397  |      2       |      0       |      4       |      5       |     2 4      |      7       |      0       |     2 7      |       0       |      4 7      |       12      |
| 010110100000 |  0.06520061728395062   |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      0       |     2 7      |       0       |      4 7      |      5 7      |
| 010110011111 | 0.00047402075206843267 |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |       10      |       11      |       12      |
| 010110011110 | 0.0027749729038595056  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |       10      |       11      |      4 8      |
| 010110011101 | 0.0013958216904604646  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |       10      |      2 9      |       12      |
| 010110011100 |  0.00978953919626073   |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |       10      |      2 9      |      4 8      |
| 010110011011 |  0.000877625644238965  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |      2 8      |       11      |       12      |
| 010110011010 |  0.005883884570441497  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |      2 8      |       11      |      4 8      |
| 010110011001 | 0.0030641924503378546  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |      2 8      |      2 9      |       12      |
| 010110011000 |  0.025682060661484526  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |      9       |      2 8      |      2 9      |      4 8      |
| 010110010111 | 0.0006423425883588205  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |       10      |       11      |       12      |
| 010110010110 |  0.004589938017578621  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |       10      |       11      |      2 10     |
| 010110010101 |  0.002003235660214398  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |       10      |       0       |       12      |
| 010110010100 |   0.017789780521262    |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |       10      |       0       |      2 10     |
| 010110010011 | 0.0014527130010669102  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |      2 8      |       11      |       12      |
| 010110010010 |  0.012012269471117207  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |      2 8      |       11      |      4 8      |
| 010110010001 |  0.005591754305746074  |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |      2 8      |       0       |       12      |
| 010110010000 |  0.06078532235939644   |      2       |      0       |      4       |      5       |     2 4      |     2 5      |      8       |     4 5      |      2 8      |       0       |      4 8      |
